,sign,freq,city,format,state
16038,K272FV,102.3000000000002,"Sitka, AK",Adult Hits,AK
16039,K272FW,102.3000000000002,"Ada, OK",Rock,OK
16040,K272FX,102.3000000000002,"Eureka Springs, AR",Regional Mexican,AR
16041,K272FY,102.3000000000002,"Livingston, TX",Classic Rock,TX
16042,K272FZ,102.3000000000002,"Sioux Falls, SD",Sports,SD
16043,K272GA,102.3000000000002,"Waterloo, IA",Sports,IA
16044,K272GB,102.3000000000002,"Cedar Rapids, IA",Sports,IA
16045,K272GC,102.3000000000002,"Honolulu, HI",Sports,HI
16046,K272GD,102.3000000000002,"South Fresno, CA",Classic Hits,CA
16047,KANB,102.3000000000002,"Kalispell, MT",Religious,MT
16048,KBCE,102.3000000000002,"Boyce, LA",Adult Hits,LA
16049,KBLO,102.3000000000002,"Corcoran, CA",Spanish Christian,CA
16050,KBXR,102.3000000000002,"Columbia, MO",Adult Album Alternative,MO
16051,KCCP,102.3000000000002,"South Padre Island, TX",Travelers' Information,TX
16052,KCDC,102.3000000000002,"Loma, CO",Adult Contemporary,CO
16053,KCJC,102.3000000000002,"Dardanelle, AR",Country,AR
16054,KCRX,102.3000000000002,"Seaside, OR",Classic Rock,OR
16055,KCZQ,102.3000000000002,"Cresco, IA",Oldies,IA
16056,KDEX,102.3000000000002,"Dexter, MO",Country,MO
16057,KDOE,102.3000000000002,"Antlers, OK",Adult Contemporary,OK
16058,KDUT,102.3000000000002,"Randolph, UT",Regional Mexican,UT
16059,KDUT,102.3000000000002,"Bountiful, UT",Regional Mexican,UT
16060,KDUT,102.3000000000002,"Salt Lake City, UT",Regional Mexican,UT
16061,KDUT,102.3000000000002,"Ogden, UT",Regional Mexican,UT
16062,KDUT,102.3000000000002,"Provo, UT",Regional Mexican,UT
16063,KEDU,102.3000000000002,"Ruidoso, NM",Variety,NM
16064,KEHK,102.3000000000002,"Brownsville, OR",Hot AC,OR
16065,KGDA,102.3000000000002,"Fort Smith, AR",Spanish Christian,AR
16066,KHNS,102.3000000000002,"Haines, AK",Public Radio,AK
16067,KHWA,102.3000000000002,"Weed, CA",Public Radio,CA
16068,KICR,102.3000000000002,"Coeur D'alene, ID",Country,ID
16069,KJJJ,102.3000000000002,"Laughlin, NV",Country,NV
16070,KJJJ,102.3000000000002,"Lake Havasu City, AZ",Country,AZ
16071,KJJJ,102.3000000000002,"Kingman, AZ",Country,AZ
16072,KJLH,102.3000000000002,"Compton, CA",Urban Contemporary,CA
16073,KJSN,102.3000000000002,"Modesto, CA",Adult Contemporary,CA
16074,KKPN,102.3000000000002,"Rockport, TX",Top-40,TX
16075,KKQQ,102.3000000000002,"Volga, SD",Country,SD
16076,KLFZ,102.3000000000002,"Jacksonville, TX",Spanish Christian,TX
16077,KMXM,102.3000000000002,"Helena Valley NE, MT",Top-40,MT
16078,KOWY,102.3000000000002,"Dayton, WY",Adult Contemporary,WY
16079,KOZQ,102.3000000000002,"Waynesville, MO",Classic Rock,MO
16080,KPEZ,102.3000000000002,"Austin, TX",Hip-Hop,TX
16081,KPNY,102.3000000000002,"Alliance, NE",Religious,NE
16082,KQEW,102.3000000000002,"Fordyce, AR",News/Talk,AR
16083,KQNU,102.3000000000002,"Onawa, IA",Hot AC,IA
16084,KRCQ,102.3000000000002,"Detroit Lakes, MN",Classic Country,MN
16085,KRHQ,102.3000000000002,"Indio, CA",Classic Rock,CA
16086,KRMG,102.3000000000002,"Sand Springs, OK",News/Talk,OK
16087,KRNY,102.3000000000002,"Kearney, NE",Country,NE
16088,KSAQ,102.3000000000002,"Charlotte, TX",Classic Country,TX
16089,KSJH,102.3000000000002,"Hart, TX",Religious,TX
16090,KSPK,102.3000000000002,"Walsenburg, CO",Country,CO
16091,KSSQ,102.3000000000002,"Siloam Springs, AR",Religious,AR
16092,KTRQ,102.3000000000002,"Colt, AR",Oldies,AR
16093,KUTQ,102.3000000000002,"La Verkin, UT",Country,UT
16094,KUVA,102.3000000000002,"Uvalde, TX",Tejano,TX
16095,KVLE,102.3000000000002,"Gunnison, CO",Adult Contemporary,CO
16096,KVOQ,102.3000000000002,"Greenwood Village, CO",Adult Album Alternative,CO
16097,KVOQ,102.3000000000002,"Boulder, CO",Adult Album Alternative,CO
16098,KVUW,102.3000000000002,"Wendover, NV",Adult Hits,NV
16099,KWDQ,102.3000000000002,"Woodward, OK",Rock,OK
16100,KWFS,102.3000000000002,"Wichita Falls, TX",Country,TX
16101,KWRL,102.3000000000002,"La Grande, OR",Hot AC,OR
16102,KWRQ,102.3000000000002,"Clifton, AZ",Hot AC,AZ
16103,KWXM,102.3000000000002,"Simsboro, LA",Oldies,LA
16104,KXGE,102.3000000000002,"Dubuque, IA",Classic Rock,IA
16105,KXYL,102.3000000000002,"Coleman, TX",News/Talk,TX
16106,KYOE,102.3000000000002,"Point Arena, CA",Country,CA
16107,KYYT,102.3000000000002,"Goldendale, WA",Country,WA
16108,KZRN,102.3000000000002,"Hettinger, ND",Country,ND
16109,KZXY,102.3000000000002,"Apple Valley, CA",Hot AC,CA
16110,W272AL,102.3000000000002,"Fairfield, IA",Religious,IA
16111,W272AY,102.3000000000002,"Park Falls, WI",Classic Rock,WI
16112,W272BA,102.3000000000002,"Cocoa Beach, FL",Religious,FL
16113,W272BH,102.3000000000002,"New Gretna, NJ",Gospel Music,NJ
16114,W272BJ,102.3000000000002,"Fairlee, MD",Other,MD
16115,W272BJ,102.3000000000002,"Baltimore, MD",Other,MD
16116,W272BL,102.3000000000002,"Carthage, NY",Public Radio,NY
16117,W272BM,102.3000000000002,"Fort Myers Beach, FL",Christian Contemporary,FL
16118,W272BN,102.3000000000002,"Sanford, NC",Gospel Music,NC
16119,W272BO,102.3000000000002,"Coudersport, PA",Christian Contemporary,PA
16120,W272BT,102.3000000000002,"Mosinee, WI",Religious,WI
16121,W272BY,102.3000000000002,"Cincinnati, OH",Rock,OH
16122,W272CB,102.3000000000002,"Long Creek, IL",Christian Contemporary,IL
16123,W272CE,102.3000000000002,"Killen, AL",Adult Contemporary,AL
16124,W272CG,102.3000000000002,"Sanford, ME",Public Radio,ME
16125,W272CO,102.3000000000002,"Montgomery, AL",Christian Contemporary,AL
16126,W272CQ,102.3000000000002,"Jacksonville, FL",Christian Contemporary,FL
16127,W272CR,102.3000000000002,"Petoskey, MI",Talk,MI
16128,W272CU,102.3000000000002,"Stafford Township, NJ",Religious,NJ
16129,W272CV,102.3000000000002,"Myrtle Beach, SC",Regional Mexican,SC
16130,W272CX,102.3000000000002,"Westminster, MD",Classic Hits,MD
16131,W272CZ,102.3000000000002,"Sheridan, IN",Christian Contemporary,IN
16132,W272DG,102.3000000000002,"Pittsfield Township, MI",Christian Contemporary,MI
16133,W272DH,102.3000000000002,"New Smyrna Beach, FL",Religious,FL
16134,W272DM,102.3000000000002,"Griffin, GA",Oldies,GA
16135,W272DO,102.3000000000002,"New Haven, CT",Tropical,CT
16136,W272DQ,102.3000000000002,"Elmhurst, IL",Variety,IL
16137,W272DQ,102.3000000000002,"Chicago, IL",Variety,IL
16138,W272DR,102.3000000000002,"Drexel, OH",Urban Contemporary,OH
16139,W272DS,102.3000000000002,"Miami, FL",Ethnic,FL
16140,W272DU,102.3000000000002,"Hickory, NC",Talk,NC
16141,W272DV,102.3000000000002,"Lock Haven, PA",Christian Contemporary,PA
16142,W272DW,102.3000000000002,"South Charleston, WV",News/Talk,WV
16143,W272DX,102.3000000000002,"New York, NY",Religious,NY
16144,W272DY,102.3000000000002,"East Ithaca, NY",Religious,NY
16145,W272DZ,102.3000000000002,"Keene, NH",Classic Hits,NH
16146,W272EA,102.3000000000002,"Fairlawn, VA",Gospel Music,VA
16147,W272ED,102.3000000000002,"Lewisburg, PA",Classic Country,PA
16148,W272EE,102.3000000000002,"Zanesville, OH",Variety,OH
16149,W272EG,102.3000000000002,"Sauk Rapids, MN",Classic Country,MN
16150,W272EH,102.3000000000002,"Dade City, FL",Talk,FL
16151,W272EI,102.3000000000002,"Youngstown, OH",Hip-Hop,OH
16152,W272EJ,102.3000000000002,"Gloucester, VA",Oldies,VA
16153,W272EK,102.3000000000002,"New Bern, NC",Sports,NC
16154,W272EM,102.3000000000002,"East Lansing, MI",Public Radio,MI
16155,W272EN,102.3000000000002,"State College, PA",Christian Contemporary,PA
16156,W272EO,102.3000000000002,"Lynchburg, VA",Oldies,VA
16157,W272EP,102.3000000000002,"Aurora, IL",Other,IL
16158,WAKC,102.3000000000002,"Concord, NH",Christian Contemporary,NH
16159,WAMI,102.3000000000002,"Opp, AL",Classic Country,AL
16160,WAUH,102.3000000000002,"Wautoma, WI",Classic Hits,WI
16161,WBAB,102.3000000000002,"Babylon, NY",Classic Rock,NY
16162,WBQE,102.3000000000002,"Brooklyn, NY",Variety,NY
16163,WBSC,102.3000000000002,"Bamberg, SC",Oldies,SC
16164,WBTO,102.3000000000002,"Petersburg, IN",Classic Rock,IN
16165,WBTQ,102.3000000000002,"Weston, WV",Rock,WV
16166,WCAT,102.3000000000002,"Carlisle, PA",Country,PA
16167,WCBK,102.3000000000002,"Martinsville, IN",Country,IN
16168,WCXX,102.3000000000002,"Madawaska, ME",Adult Contemporary,ME
16169,WDNP,102.3000000000002,"Dover, OH",Variety,OH
16170,WDXC,102.3000000000002,"Pound, VA",Country,VA
16171,WEBQ,102.3000000000002,"Eldorado, IL",Adult Contemporary,IL
16172,WEKL,102.3000000000002,"Augusta, GA",Christian Contemporary,GA
16173,WELR,102.3000000000002,"Roanoke, AL",Country,AL
16174,WEXI,102.3000000000002,"Hallandale, FL",Caribbean,FL
16175,WFVL,102.3000000000002,"Lumberton, NC",Christian Contemporary,NC
16176,WFXN,102.3000000000002,"Galion, OH",Classic Rock,OH
16177,WGBJ,102.3000000000002,"Auburn, IN",Alternative,IN
16178,WGCM,102.3000000000002,"Gulfport, MS",Classic Hits,MS
16179,WGGG,102.3000000000002,"Ossipee, NH",Variety,NH
16180,WGOW,102.3000000000002,"Soddy-Daisy, TN",Talk,TN
16181,WGRT,102.3000000000002,"Port Huron, MI",Adult Contemporary,MI
16182,WGSP,102.3000000000002,"Pageland, SC",Tropical,SC
16183,WGTX,102.3000000000002,"Truro, MA",Classic Hits,MA
16184,WHIV,102.3000000000002,"New Orleans, LA",Variety,LA
16185,WHKB,102.3000000000002,"Houghton, MI",Country,MI
16186,WHTL,102.3000000000002,"Whitehall, WI",Classic Hits,WI
16187,WHUK,102.3000000000002,"Crozet, VA",Adult Hits,VA
16188,WKBR,102.3000000000002,"Town of Highlands, NY",Religious,NY
16189,WKJO,102.3000000000002,"Smithfield, NC",Classic Hits,NC
16190,WKJT,102.3000000000002,"Teutopolis, IL",Country,IL
16191,WKKF,102.3000000000002,"Ballston Spa, NY",Top-40,NY
16192,WKLN,102.3000000000002,"Wilmington, OH",Christian Contemporary,OH
16193,WKZF,102.3000000000002,"Morton, IL",Rhythmic Oldies,IL
16194,WKZR,102.3000000000002,"Milledgeville, GA",Country,GA
16195,WLHM,102.3000000000002,"Logansport, IN",Classic Hits,IN
16196,WLKQ,102.3000000000002,"Buford, GA",Regional Mexican,GA
16197,WLLI,102.3000000000002,"Munfordville, KY",Adult Hits,KY
16198,WLLK,102.3000000000002,"Somerset, KY",Top-40,KY
16199,WLMZ,102.3000000000002,"Pittston, PA",Tropical,PA
16200,WMBX,102.3000000000002,"Jensen Beach, FL",Urban Contemporary,FL
16201,WMFX,102.3000000000002,"Saint Andrews, SC",Classic Rock,SC
16202,WMIO,102.3000000000002,"Cabo Rojo, PR",Top-40,PR
16203,WMMJ,102.3000000000002,"Bethesda, MD",Urban Contemporary,MD
16204,WMOS,102.3000000000002,"Stonington, CT",Classic Rock,CT
16205,WMQV,102.3000000000002,"Kissimmee, FL",Spanish Christian,FL
16206,WMTD,102.3000000000002,"Hinton, WV",Sports,WV
16207,WNJD,102.3000000000002,"Cape May, NJ",News/Talk,NJ
16208,WPOS,102.3000000000002,"Holland, OH",Christian Contemporary,OH
16209,WPTM,102.3000000000002,"Roanoke Rapids, NC",Country,NC
16210,WQHZ,102.3000000000002,"Erie, PA",Classic Rock,PA
16211,WQTC,102.3000000000002,"Manitowoc, WI",Classic Rock,WI
16212,WQTU,102.3000000000002,"Rome, GA",Adult Contemporary,GA
16213,WRMJ,102.3000000000002,"Aledo, IL",Country,IL
16214,WSIZ,102.3000000000002,"Jacksonville, GA",Classic Hits,GA
16215,WSKK,102.3000000000002,"Ripley, MS",Classic Hits,MS
16216,WSUS,102.3000000000002,"Franklin, NJ",Adult Contemporary,NJ
16217,WTHN,102.3000000000002,"Sault Sainte Marie, MI",Religious,MI
16218,WTPJ,102.3000000000002,"York, SC",Religious,SC
16219,WUBU,102.3000000000002,"New Carlisle, IN",Urban Contemporary,IN
16220,WVOR,102.3000000000002,"Canandaigua, NY",Adult Contemporary,NY
16221,WVRQ,102.3000000000002,"Viroqua, WI",Country,WI
16222,WWLD,102.3000000000002,"Cairo, GA",Urban Contemporary,GA
16223,WWMP,102.3000000000002,"Grand Isle, VT",Rock,VT
16224,WWMY,102.3000000000002,"Beech Mountain, NC",Country,NC
16225,WWQB,102.3000000000002,"Westwood, KY",Classic Hits,KY
16226,WWSL,102.3000000000002,"Philadelphia, MS",Hot AC,MS
16227,WXLC,102.3000000000002,"Waukegan, IL",Country,IL
16228,WXMA,102.3000000000002,"Louisville, KY",Adult Contemporary,KY
16229,WXUS,102.3000000000002,"Dunnellon, FL",Country,FL
16230,WXXS,102.3000000000002,"Lancaster, NH",Hot AC,NH
16231,WYBR,102.3000000000002,"Big Rapids, MI",Hot AC,MI
16232,WYCA,102.3000000000002,"Crete, IL",Gospel Music,IL
16233,WYOT,102.3000000000002,"Rochelle, IL",Country,IL
16234,WYVC,102.3000000000002,"Camden, AL",Gospel Music,AL
16235,WZDQ,102.3000000000002,"Humboldt, TN",Rock,TN
16236,K259DC,102.5000000000002,"Houston, TX",Asian,TX
16237,K273AE,102.5000000000002,"Cortez, CO",Top-40,CO
16238,K273AF,102.5000000000002,"Carson City, NV",Classic Country,NV
16239,K273AI,102.5000000000002,"Ariel, WA",Religious,WA
16240,K273AJ,102.5000000000002,"Elwood, OR",Religious,OR
16241,K273AL,102.5000000000002,"Houston, TX",Regional Mexican,TX
16242,K273AN,102.5000000000002,"Cottonwood, AZ",Classical,AZ
16243,K273BF,102.5000000000002,"Saint Joseph, MO",Classic Rock,MO
16244,K273BH,102.5000000000002,"Fridley, MN",Hip-Hop,MN
16245,K273BJ,102.5000000000002,"Dallas, TX",Spanish Christian,TX
16246,K273BK,102.5000000000002,"Eastern District, AS",Public Radio,AS
16247,K273BM,102.5000000000002,"Farmington, NM",Religious,NM
16248,K273BS,102.5000000000002,"Show Low, AZ",Adult Contemporary,AZ
16249,K273BT,102.5000000000002,"Price, UT",Christian Contemporary,UT
16250,K273BY,102.5000000000002,"Riverton, WY",Christian Contemporary,WY
16251,K273BZ,102.5000000000002,"Bonner Springs, KS",Adult Hits,KS
16252,K273CB,102.5000000000002,"Bakersfield, CA",Asian,CA
16253,K273CC,102.5000000000002,"Mount Pleasant, IA",Classic Hits,IA
16254,K273CL,102.5000000000002,"Beaver, UT",News/Talk,UT
16255,K273CM,102.5000000000002,"Soldotna, AK",Classic Hits,AK
16256,K273CO,102.5000000000002,"Big Bear City, CA",Adult Album Alternative,CA
16257,K273CP,102.5000000000002,"Mineral Wells, TX",Adult Hits,TX
16258,K273CR,102.5000000000002,"Pampa, TX",Religious,TX
16259,K273CS,102.5000000000002,"Fort Worth, TX",Business News,TX
16260,K273CT,102.5000000000002,"Oxnard, CA",Regional Mexican,CA
16261,K273CU,102.5000000000002,"Petaluma, CA",Regional Mexican,CA
16262,K273CX,102.5000000000002,"Wichita, KS",Regional Mexican,KS
16263,K273CY,102.5000000000002,"Smithfield, UT",News/Talk,UT
16264,K273CZ,102.5000000000002,"Pagosa Springs, CO",Country,CO
16265,K273DA,102.5000000000002,"Terrell, TX",Nostalgia,TX
16266,K273DB,102.5000000000002,"Glasgow, MT",Country,MT
16267,K273DC,102.5000000000002,"Sterling, CO",Sports,CO
16268,K273DD,102.5000000000002,"Spencer, IA",News/Talk,IA
16269,K273DE,102.5000000000002,"Norton, KS",Classic Hits,KS
16270,K273DF,102.5000000000002,"Klamath Falls, OR",News/Talk,OR
16271,K273DG,102.5000000000002,"Twin Falls, ID",Spanish Christian,ID
16272,K273DJ,102.5000000000002,"West Fargo, ND",Religious,ND
16273,K273DK,102.5000000000002,"Selah, WA",Oldies,WA
16274,K273DM,102.5000000000002,"Victor, ID",Unknown Format,ID
16275,K273DN,102.5000000000002,"Kahului, HI",Sports,HI
16276,K273DO,102.5000000000002,"Richmond, TX",Adult Contemporary,TX
16277,K273DQ,102.5000000000002,"Big Spring, TX",Regional Mexican,TX
16278,KACY,102.5000000000002,"Arkansas City, KS",Classic Hits,KS
16279,KALN,102.5000000000002,"Dexter, NM",Regional Mexican,NM
16280,KAVZ,102.5000000000002,"Deming, WA",Variety,WA
16281,KBBB,102.5000000000002,"Bay City, TX",Adult Contemporary,TX
16282,KBLS,102.5000000000002,"North Fort Riley, KS",Adult Contemporary,KS
16283,KBMF,102.5000000000002,"Butte, MT",Variety,MT
16284,KBRQ,102.5000000000002,"Hillsboro, TX",Rock,TX
16285,KCHI,102.5000000000002,"Chillicothe, MO",Classic Hits,MO
16286,KCNQ,102.5000000000002,"Kernville, CA",Country,CA
16287,KCXB,102.5000000000002,"West Monroe, LA",Religious,LA
16288,KDKE,102.5000000000002,"Superior, WI",Classic Country,WI
16289,KDON,102.5000000000002,"Salinas, CA",Top-40,CA
16290,KDUQ,102.5000000000002,"Ludlow, CA",Top-40,CA
16291,KDVL,102.5000000000002,"Devils Lake, ND",Classic Hits,ND
16292,KEFW,102.5000000000002,"Fort Worth, TX",Spanish Christian,TX
16293,KELT,102.5000000000002,"Encinal, TX",Christian Contemporary,TX
16294,KEZK,102.5000000000002,"Saint Louis, MO",Adult Contemporary,MO
16295,KGBZ,102.5000000000002,"Madras, OR",Spanish Christian,OR
16296,KGGN,102.5000000000002,"Hemet, CA",Christian Contemporary,CA
16297,KHLB,102.5000000000002,"Mason, TX",Country,TX
16298,KHOC,102.5000000000002,"Casper, WY",Hot AC,WY
16299,KIAK,102.5000000000002,"Fairbanks, AK",Country,AK
16300,KIBR,102.5000000000002,"Sandpoint, ID",Country,ID
16301,KIOT,102.5000000000002,"Los Lunas, NM",Classic Rock,NM
16302,KIXQ,102.5000000000002,"Joplin, MO",Country,MO
16303,KJFI,102.5000000000002,"Houston, TX",Spanish,TX
16304,KKCI,102.5000000000002,"Goodland, KS",Classic Rock,KS
16305,KKCV,102.5000000000002,"Rozel, KS",Religious,KS
16306,KKDY,102.5000000000002,"West Plains, MO",Country,MO
16307,KKWB,102.5000000000002,"Kelliher, MN",Country,MN
16308,KKYR,102.5000000000002,"Texarkana, TX",Country,TX
16309,KLEK,102.5000000000002,"Jonesboro, AR",Urban Contemporary,AR
16310,KLMC,102.5000000000002,"Wasilla, AK",Religious,AK
16311,KLPM,102.5000000000002,"Lake Providence, LA",Variety,LA
16312,KMAD,102.5000000000002,"Whitesboro, TX",Classic Rock,TX
16313,KMAY,102.5000000000002,"York, NE",Religious,NE
16314,KMAZ,102.5000000000002,"Houston, TX",Urban Contemporary,TX
16315,KMFX,102.5000000000002,"Lake City, MN",Country,MN
16316,KMGI,102.5000000000002,"Pocatello, ID",Classic Rock,ID
16317,KNHT,102.5000000000002,"Rio Dell, CA",Classical,CA
16318,KNIX,102.5000000000002,"Phoenix, AZ",Country,AZ
16319,KNVR,102.5000000000002,"Fallon, NV",Talk,NV
16320,KOCQ,102.5000000000002,"Denton, TX",Spanish Christian,TX
16321,KOTN,102.5000000000002,"Gould, AR",Classic Country,AR
16322,KPIA,102.5000000000002,"Huntsville, TX",Religious,TX
16323,KPZK,102.5000000000002,"Cabot, AR",Gospel Music,AR
16324,KQIC,102.5000000000002,"Willmar, MN",Hot AC,MN
16325,KQSE,102.5000000000002,"Gypsum, CO",Spanish Hits,CO
16326,KRAO,102.5000000000002,"Colfax, WA",Classic Hits,WA
16327,KRER,102.5000000000002,"Emory, TX",Variety,TX
16328,KSFM,102.5000000000002,"Woodland, CA",Hip-Hop,CA
16329,KSFP,102.5000000000002,"San Francisco, CA",Variety,CA
16330,KSNI,102.5000000000002,"Santa Maria, CA",Country,CA
16331,KSTZ,102.5000000000002,"Des Moines, IA",Hot AC,IA
16332,KTCX,102.5000000000002,"Beaumont, TX",Urban Contemporary,TX
16333,KTNT,102.5000000000002,"Eufaula, OK",Country,OK
16334,KTRR,102.5000000000002,"Loveland, CO",Classic Hits,CO
16335,KUAK,102.5000000000002,"Bismarck, ND",Variety,ND
16336,KUGO,102.5000000000002,"Grand Canyon Village, AZ",Travelers' Information,AZ
16337,KUHS,102.5000000000002,"Hot Springs, AR",Variety,AR
16338,KWAK,102.5000000000002,"San Xavier, AZ",Native American,AZ
16339,KWOJ,102.5000000000002,"San Angelo, TX",Religious,TX
16340,KXAM,102.5000000000002,"San Diego, TX",Regional Mexican,TX
16341,KXSF,102.5000000000002,"San Francisco, CA",Variety,CA
16342,KZII,102.5000000000002,"Lubbock, TX",Top-40,TX
16343,KZOK,102.5000000000002,"Seattle, WA",Classic Rock,WA
16344,KZSD,102.5000000000002,"Martin, SD",Public Radio,SD
16345,W239CV,102.5000000000002,"Oshkosh, WI",Religious,WI
16346,W273AB,102.5000000000002,"Vestal, NY",Classic Hits,NY
16347,W273AC,102.5000000000002,"Corning, NY",Country,NY
16348,W273AE,102.5000000000002,"Albany, GA",Religious,GA
16349,W273AJ,102.5000000000002,"Athens, AL",Religious,AL
16350,W273AM,102.5000000000002,"Montpelier, VT",Classic Hits,VT
16351,W273AO,102.5000000000002,"Whiting, NJ",Religious,NJ
16352,W273AR,102.5000000000002,"Paw Paw, MI",Classic Hits,MI
16353,W273AY,102.5000000000002,"Middlesboro, KY",Public Radio,KY
16354,W273BB,102.5000000000002,"Richmond, VA",Classic Rock,VA
16355,W273BC,102.5000000000002,"Williamson, WV",Christian Contemporary,WV
16356,W273BE,102.5000000000002,"Huntingdon, PA",Public Radio,PA
16357,W273BI,102.5000000000002,"Millport, NY",Christian Contemporary,NY
16358,W273BL,102.5000000000002,"Akron, OH",Christian Contemporary,OH
16359,W273BM,102.5000000000002,"Benton Harbor, MI",Christian Contemporary,MI
16360,W273BP,102.5000000000002,"Newville, PA",Religious,PA
16361,W273BQ,102.5000000000002,"Dayton, OH",Christian Contemporary,OH
16362,W273CA,102.5000000000002,"Orlando, FL",Smooth Jazz,FL
16363,W273CD,102.5000000000002,"Danville, VA",Adult Contemporary,VA
16364,W273CF,102.5000000000002,"Mattoon, IL",Religious,IL
16365,W273CH,102.5000000000002,"Paducah, KY",Classic Hits,KY
16366,W273CI,102.5000000000002,"Grand Haven, MI",Religious,MI
16367,W273CL,102.5000000000002,"Egg Harbor City, NJ",Religious,NJ
16368,W273CQ,102.5000000000002,"Minocqua, WI",Religious,WI
16369,W273CR,102.5000000000002,"East Bay Township, MI",Christian Contemporary,MI
16370,W273CT,102.5000000000002,"Canton, GA",Classic Country,GA
16371,W273CW,102.5000000000002,"Columbus, GA",Oldies,GA
16372,W273CX,102.5000000000002,"Huntsville, AL",Country,AL
